timestamp,max_offset_ms,mean_offset_ms,jitter_ms,mean_root_dispersion_ms,max_root_dispersion_ms
1728607220.0768552,0.09111300000000001,0.09111300000000001,0.0,5.5921145,5.716669
1728607280.1022744,0.09111300000000001,0.09111300000000001,0.0,5.6373255,5.807091000000001
