timestamp,max_offset_ms,mean_offset_ms,jitter_ms,mean_root_dispersion_ms,max_root_dispersion_ms
1728594966.9119344,0.6122380000000001,0.6122380000000001,0.0,2.082277,2.253447
1728595026.9237251,0.560227,0.560227,0.0,2.232395,2.462324
1728595086.978289,0.508221,0.508221,0.0,2.374896,2.671189
1728595147.0387769,0.456202,0.456202,0.0,2.52504,2.880106
1728595207.0993044,0.412862,0.412862,0.0,2.657754,3.0541679999999998
1728595267.1600773,0.395526,0.395526,0.0,2.7077910000000003,3.12379
